suttacode	pts	english_title	pali_title	nikayacode	collection_name	chaptercode	chapter_name	vagga	samyutta	section	main_theme	subtopic	summary	key_excerpt1	key_excerpt2	similes	stage	training	aspect	teacher	audience	method	length	prominence	formulas	nikayas_parallels	āgamas_parallels	taisho_parallels	sanskrit_parallels	vinaya_parallels	others_parallels	partial_parallels_nā	partial_parallels_all	suggested_suttas	suttacentral	dhamma.gift	thebuddhaswords	dhammapearls	bw_legacy								
AN8.64	A iv 302	At Gāyā Head	Gayāsīsa	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Meditation	Meditation attainments	At gayā, the Buddha  describes his meditation before awakening. He was able to see lights and forms, converse with gods, and understand the deeds that made them gods	He was able to see lights and forms, converse with gods, and understand the deeds that made them gods and experience of pleasure and pain, their lifespans and  whether or not I have previously lived together with those deities	When my knowledge and vision about the deities was fully purified from these eight perspectives, I announced my supreme perfect awakening		Middle	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail				MA73					MA73	MA73	MN128	https://suttacentral.net/an8.64/en/sujato	https://dhamma.gift/read/?q=an8.64	https://thebuddhaswords.net/an/an8.64.html		https://find.dhamma.gift/bw/an/an8.64.html#content								
AN8.65	A iv 305	Dimensions Of Mastery	Abhibhāyatana	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Perceptions	Liberations	Eight dimensions of meditative mastery, based on the vision of certain shapes and colors	Perceiving form internally, someone sees visions externally, limited & limitless; not perceiving form internally, someone sees visions externally, limited & limitless; see visions blue, yellow, red and white	Mastering them, they perceive: ‘I know and see.		Middle	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail									DN16; AN1.439; MN77; AN8.119; AN10.29; DN33; DN34	T1536.19:T0445B22-#T0446A18; DN16:3.30.1-#3.33.1; AN1.439:1.1; DN16:3.24.1; MN77:23.1; AN8.119:1.1; AN10.29:6.1; DN33:3.1.142; DN34:2.1.159		https://suttacentral.net/an8.65/en/sujato	https://dhamma.gift/read/?q=an8.65	https://thebuddhaswords.net/an/an8.65.html		https://find.dhamma.gift/bw/an/an8.65.html#content								
AN8.66	A iv 306	Liberations	Vimokkha	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Perceptions	Liberations	Eight meditative liberations, based on the vision of forms and the attainment of the formless	Having physical form, they see visions, not perceiving form internally, they see visions externally, focused only on beauty, infinity of space, infinity of consciousness, nothingness and neither perceptions nor not perceptions, cessation of perceptions and feelings	These are the eight liberations		Middle	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail		4 arūpas	AN1.447-454; AN8.120						AN8.120; AN1.447-454; MN137; DN16; DN15; MN77; DN34; DN33	AN8.120; AN1.447-454; MN137:25.1; DN16:3.33.1; T1536.18:T0443A26-#T0445B13; DN15:35.1; MN77:22.1; DN34:2.1.190-#2.1.206; DN33:3.1.168-#3.1.183		https://suttacentral.net/an8.66/en/sujato	https://dhamma.gift/read/?q=an8.66	https://thebuddhaswords.net/an/an8.66.html		https://find.dhamma.gift/bw/an/an8.66.html#content								
AN8.67	A iv 307	Expressions Noble And Ignoble	Anariyavohāra	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Speech	Meditation attainments	Eight kinds of ignoble statement that misrepresent the truth and eight that convey the truth.	Lying is saying you’ve seen, heard, thought, or known something, but you haven’t. And saying you haven’t seen, heard, thought, or known something, and you have	Saying you haven’t seen, heard, thought, or known something, and you haven’t. And saying you’ve seen, heard, thought, or known something, and you have		Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an8.67/en/sujato	https://dhamma.gift/read/?q=an8.67	https://thebuddhaswords.net/an/an8.67.html		https://find.dhamma.gift/bw/an/an8.67.html#content								
AN8.68	A iv 307	Expressions Noble And Ignoble	Anariyavohāra	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Speech	Meditation attainments	Eight kinds of ignoble statement that misrepresent the truth and eight that convey the truth.	Lying is saying you’ve seen, heard, thought, or known something, but you haven’t. And saying you haven’t seen, heard, thought, or known something, and you have	Saying you haven’t seen, heard, thought, or known something, and you haven’t. And saying you’ve seen, heard, thought, or known something, and you have		Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Brief			DN16; SN51.10; UD6.1; UD8.5; UD8.6		T1451.35	SF268; SF272; SF285; SF289; SF54; SHT-SUTTA5		AVS100; AVS40; GF20	DN16; DA2; UD6.1; UD8.5; UD8.6; SN51.10	DN16; AVS100; AVS40; GF20; SF245:WAL1.1-#WAL33.3; SHT-SUTTA5; T1451.35; DA2:T0011A08-#T0021B08; DA2:T0024B26-#T0030A15; SF268; SF272; SF285; SF289; SF54; T5:T0160B08-#T0169C13; T5:T0171A26-#T0175C22; T6:T0176A05-#T0185B13; T6:T0186C16-#T0191A19; T7:T0191B05-#T0200C21; T7:T0203A21-#T0207C12; UD6.1; UD8.5; UD8.6; SN51.10		https://suttacentral.net/an8.68/en/sujato	https://dhamma.gift/read/?q=an8.68	https://thebuddhaswords.net/an/an8.68.html		https://find.dhamma.gift/bw/an/an8.68.html#content								
AN8.68	A iv 307	Expressions Noble And Ignoble	Anariyavohāra	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Speech	Meditation attainments	Eight kinds of ignoble statement that misrepresent the truth and eight that convey the truth.	Lying is saying you’ve seen, heard, thought, or known something, but you haven’t. And saying you haven’t seen, heard, thought, or known something, and you have	Saying you haven’t seen, heard, thought, or known something, and you haven’t. And saying you’ve seen, heard, thought, or known something, and you have		Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Brief			DN16; SN51.10; UD6.1; UD8.5; UD8.6		T1451.35	SF268; SF272; SF285; SF289; SF54; SHT-SUTTA5		AVS100; AVS40; GF20	DN16; DA2; UD6.1; UD8.5; UD8.6; SN51.10	DN16; AVS100; AVS40; GF20; SF245:WAL1.1-#WAL33.3; SHT-SUTTA5; T1451.35; DA2:T0011A08-#T0021B08; DA2:T0024B26-#T0030A15; SF268; SF272; SF285; SF289; SF54; T5:T0160B08-#T0169C13; T5:T0171A26-#T0175C22; T6:T0176A05-#T0185B13; T6:T0186C16-#T0191A19; T7:T0191B05-#T0200C21; T7:T0203A21-#T0207C12; UD6.1; UD8.5; UD8.6; SN51.10		https://suttacentral.net/an8.68/en/sujato	https://dhamma.gift/read/?q=an8.68	https://thebuddhaswords.net/an/an8.68.html		https://find.dhamma.gift/bw/an/an8.68.html#content								
AN8.69	A iv 307	Assemblies	Parisā	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Buddha	Buddha preaching	Eight kinds of assemblies: aristocrats, brahmins, householders, ascetics, and various deities. The Buddha  has visited each of these in disguise	Assemblies of aristocrats, brahmins, householders, and ascetics. An assembly of the gods under the four great kings. An assembly of the gods under the thirty-three. An assembly of māras. An assembly of brahmās	When my Dhamma talk was finished I vanished. But When I vanished they didn’t know: ‘who was that who vanished? Was it a god or a human?		Intro	Paññā	Inspiration	Buddha	Bhikkhus	Lecture	Brief			DN16; SN51.10; UD6.1; UD8.5; UD8.6		T1451.35	SF268; SF272; SF285; SF289; SF54; SHT-SUTTA5		AVS100; AVS40; GF20	DN16; DA2; UD6.1; UD8.5; UD8.6; SN51.10	DN16; AVS100; AVS40; GF20; SF245:WAL1.1-#WAL33.3; SHT-SUTTA5; T1451.35; DA2:T0011A08-#T0021B08; DA2:T0024B26-#T0030A15; SF268; SF272; SF285; SF289; SF54; T5:T0160B08-#T0169C13; T5:T0171A26-#T0175C22; T6:T0176A05-#T0185B13; T6:T0186C16-#T0191A19; T7:T0191B05-#T0200C21; T7:T0203A21-#T0207C12; UD6.1; UD8.5; UD8.6; SN51.10		https://suttacentral.net/an8.69/en/sujato	https://dhamma.gift/read/?q=an8.69	https://thebuddhaswords.net/an/an8.69.html		https://find.dhamma.gift/bw/an/an8.69.html#content								
AN8.7	A iv 160	Devadatta’s Failure	Devadattavipatti	AN	Aṅguttara Nikāya	AN8	Love	Mettvagga		AN8.1-10	Decay	Worldly conditions	Devadatta’s downfall was the eight worldly conditions.	Gain …loss … fame … disgrace … honor … dishonor … wicked desires … bad friendship	It’s good for a mendicant to check their own failings and success from time to time. and  to check the failings and success of others	Grains get from large heap of grain, like wisdom coming from the Buddha 	Beginning	Paññā	Practical	Buddha	Bhikkhus	Lecture	Detail									AN6.62; PLI-TV-KD17; PLI-TV-PVR7	AN6.62:2.1; PLI-TV-KD17:4.7.1-#4.7.12; PLI-TV-PVR7:113.1		https://suttacentral.net/an8.7/en/sujato	https://dhamma.gift/read/?q=an8.7	https://thebuddhaswords.net/an/an8.7.html		https://find.dhamma.gift/bw/an/an8.7.html#content								
AN8.70	A iv 308	Earthquakes	Bhūmicāla	AN	Aṅguttara Nikāya	AN8	Earthquakes	Bhūmicālvagga		AN8.61-70	Buddha	Buddha surrenders life	When the Buddha  gives up his life-force, an earthquake is felt. The Buddha  explains to Ānanda the eight causes of earthquakes	Causes of earthquakes: water stirs the earth, ascetics with psychic powers, future Buddha  conception, birth, enlightenment, roll the Dhamma wheel, give up life force, parinibbana	So at the cāpāla tree shrine the Buddha , mindful and aware, surrendered the life force. When He did so there was a great earthquake		Beginning	Paññā	Biography	Buddha	Ananda	Lecture	Detail			SN51.10; UD6.1	EA42.5; MA36	T1451.35	SHT-SUTTA5		AVS100; AVS40; GF20	UD6.1; DN16; SN51.10; MA36; EA42.5; PE3	UV26:UV26.30; T212.27:VGNS27.30; T213.26:VGNS26.34; SAG:SAG28; UV-KG26:VUV578; UD6.1:17.1; DN16:3.10.4; SN51.10:18.1; SN51.10; UD6.1; AVS100; AVS40; GF20; SF245:WAL1.1-#WAL33.3; SHT-SUTTA5; T1451.35; MA36; EA42.5; DN16:3.1.1-#4.23.1; MIL5.1.10; KV11.5:6.1; MIL5.1.4:1.1-#2.1; NE14:22.1; PE3:38.1	DN16	https://suttacentral.net/an8.70/en/sujato	https://dhamma.gift/read/?q=an8.70	https://thebuddhaswords.net/an/an8.70.html		https://find.dhamma.gift/bw/an/an8.70.html#content								
AN8.71	A iv 314	Inspiring All Around	Saddhā	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Skillful qualities	Dhamma preach	Beginning with faith, a mendicant completes all good qualities that fulfill liberation	Faithful, ethical, and learned, a Dhamma speaker, one who frequents assemblies, one who teaches Dhamma to the assembly with assurance, one who gets the four absorptions when they want, and one who lives having realized the ending of defilements	A mendicant who has these eight qualities is inspiring all around, and is complete in every respect.”		Beginning	Paññā	Practical	Buddha	Bhikkhus	Lecture	Detail			AN10.8; AN9.4						AN10.8; AN9.4	AN10.8; AN9.4		https://suttacentral.net/an8.71/en/sujato	https://dhamma.gift/read/?q=an8.71	https://thebuddhaswords.net/an/an8.71.html		https://find.dhamma.gift/bw/an/an8.71.html#content								
AN8.72	A iv 315	Inspiring All Around	Saddhā	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Skillful qualities	Dhamma preach	Beginning with faith, a mendicant completes all good qualities that fulfill liberation	Faithful, ethical, and learned, a Dhamma speaker, one who frequents assemblies, one who teaches Dhamma to the assembly with assurance, one who gets the four absorptions when they want, and one who lives having realized the ending of defilements	A mendicant who has these eight qualities is inspiring all around, and is complete in every respect.”		Beginning	Paññā	Practical	Buddha	Bhikkhus	Lecture	Detail			AN10.9						AN10.9	AN10.9		https://suttacentral.net/an8.72/en/sujato	https://dhamma.gift/read/?q=an8.72	https://thebuddhaswords.net/an/an8.72.html		https://find.dhamma.gift/bw/an/an8.72.html#content								
AN8.73	A iv 316	Mindfulness Of Death 1st	Maraṇassati	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Diligence	Urgency sense	Various mendicants practice mindfulness of death, but do so inadequately. The Buddha  explains how to do so with proper urgency	The mendicants who develop mindfulness of death by wishing to live as long as it takes to chew and swallow a single mouthful or take 1 breath are diligent	You should train like this: ‘we will live diligently. We will keenly develop mindfulness of death for the ending of defilements		Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	Medium		AN6.19	EA40.8					AN6.19; EA40.8	AN6.19; EA40.8		https://suttacentral.net/an8.73/en/sujato	https://dhamma.gift/read/?q=an8.73	https://thebuddhaswords.net/an/an8.73.html		https://find.dhamma.gift/bw/an/an8.73.html#content								
AN8.74	A iv 320	Mindfulness Of Death 2nd	Maraṇassati	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Diligence	Urgency sense	A mendicant should reflect each night on the dangers that lie around them, and practice mindfulness of death with urgency to give up the unwholesome	Reflects: ‘I might die of many causes and  it would be an obstacle to me so are there any bad, unskillful qualities that I haven’t given up, which might be an obstacle to me if I die tonight	Then in order to give them up they should apply outstanding enthusiasm, effort, zeal, vigor, perseverance, mindfulness, and situational awareness.	Head on fire like one should practice	Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	Medium		AN6.20						AN6.20	AN6.20		https://suttacentral.net/an8.74/en/sujato	https://dhamma.gift/read/?q=an8.74	https://thebuddhaswords.net/an/an8.74.html		https://find.dhamma.gift/bw/an/an8.74.html#content								
AN8.75	A iv 322	Accomplishments	Sampadā	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Prosperity	Laypersons happiness	Eight accomplishments, both worldly and spiritual, in detail	Accomplishment in initiative, protection, good friendship, and balanced finances. And accomplishment in faith, ethics, generosity, and wisdom.	"Welfare and benefit in this life,
And happiness in lives to come.
This is how, for a householder,
Merit grows by generosity"		Intro	Paññā	Practical	Buddha	Lay followers	Mixed	Detail									AN8.54	AN8.54:15.1-#18.1		https://suttacentral.net/an8.75/en/sujato	https://dhamma.gift/read/?q=an8.75	https://thebuddhaswords.net/an/an8.75.html		https://find.dhamma.gift/bw/an/an8.75.html#content								
AN8.76	A iv 322	Accomplishments	Sampadā	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Prosperity	Laypersons happiness	Eight accomplishments, both worldly and spiritual, in detail	Accomplishment in initiative, protection, good friendship, and balanced finances. And accomplishment in faith, ethics, generosity, and wisdom.	"Welfare and benefit in this life,
And happiness in lives to come.
This is how, for a householder,
Merit grows by generosity"		Intro	Paññā	Practical	Buddha	Lay followers	Mixed	Detail												https://suttacentral.net/an8.76/en/sujato	https://dhamma.gift/read/?q=an8.76	https://thebuddhaswords.net/an/an8.76.html		https://find.dhamma.gift/bw/an/an8.76.html#content								
AN8.77	A iv 325	Desires	Icchā	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Prosperity	Urgency sense	Eight accomplishments, both worldly and spiritual, in detail	Accomplishment in initiative, protection, good friendship, and balanced finances. And accomplishment in faith, ethics, generosity, and wisdom.	"Welfare and benefit in this life,
And happiness in lives to come.
This is how, for a householder,
Merit grows by generosity"		Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	Medium		AN8.61						AN8.61	AN8.61		https://suttacentral.net/an8.77/en/sujato	https://dhamma.gift/read/?q=an8.77	https://thebuddhaswords.net/an/an8.77.html		https://find.dhamma.gift/bw/an/an8.77.html#content								
AN8.78	A iv 328	Desires	Icchā	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Prosperity	Urgency sense	Eight accomplishments, both worldly and spiritual, in detail	Accomplishment in initiative, protection, good friendship, and balanced finances. And accomplishment in faith, ethics, generosity, and wisdom.	"Welfare and benefit in this life,
And happiness in lives to come.
This is how, for a householder,
Merit grows by generosity"		Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	Medium		AN8.62						AN8.62	AN8.62		https://suttacentral.net/an8.78/en/sujato	https://dhamma.gift/read/?q=an8.78	https://thebuddhaswords.net/an/an8.78.html		https://find.dhamma.gift/bw/an/an8.78.html#content								
AN8.79	A iv 331	Desires	Icchā	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Prosperity	Urgency sense	Eight accomplishments, both worldly and spiritual, in detail	Accomplishment in initiative, protection, good friendship, and balanced finances. And accomplishment in faith, ethics, generosity, and wisdom.	"Welfare and benefit in this life,
And happiness in lives to come.
This is how, for a householder,
Merit grows by generosity"		Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	Medium		AN6.31						AN6.31	AN6.31		https://suttacentral.net/an8.79/en/sujato	https://dhamma.gift/read/?q=an8.79	https://thebuddhaswords.net/an/an8.79.html		https://find.dhamma.gift/bw/an/an8.79.html#content								
AN8.8	A iv 162	Devadatta’s Failure	Devadattavipatti	AN	Aṅguttara Nikāya	AN8	Love	Mettvagga		AN8.1-10	Decay	Worldly conditions	Devadatta’s downfall was the eight worldly conditions.	Gain …loss … fame … disgrace … honor … dishonor … wicked desires … bad friendship	It’s good for a mendicant to check their own failings and success from time to time. and  to check the failings and success of others	Grains get from large heap of grain, like wisdom coming from the Buddha 	Beginning	Paññā	Practical	Buddha	Bhikkhus	Lecture	Detail												https://suttacentral.net/an8.8/en/sujato	https://dhamma.gift/read/?q=an8.8	https://thebuddhaswords.net/an/an8.8.html		https://find.dhamma.gift/bw/an/an8.8.html#content								
AN8.80	A iv 332	Laziness Grounds And Arousing Energy	Kusītārambhavatthu	AN	Aṅguttara Nikāya	AN8	Pairs	Yamakvagga		AN8.71-80	Diligence	Laziness	Eight grounds for laziness, and the corresponding eight grounds for energy	Preemptively rouse up energy for attaining the unattained, achieving the unachieved, and realizing the unrealized  before and after some work and a journey	Preemptively rouse up energy with little or full of food; and when feels a little sick and after recovered from illness		Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	Medium								DN33; DN34	T1536.18:T0441C08-#T0442C05; DN33:3.1.52-#3.1.89; DN34:2.1.84-#2.1.115		https://suttacentral.net/an8.80/en/sujato	https://dhamma.gift/read/?q=an8.80	https://thebuddhaswords.net/an/an8.80.html		https://find.dhamma.gift/bw/an/an8.80.html#content								
AN8.81	A iv 336	Mindfulness And Situational Awareness	Satisampajañña	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Awakening conditions	Awakening conditions	Mindfulness and situational awareness are a foundation for developing higher spiritual qualities leading to liberation	Mindfulness and situational awareness, vital condition for conscience and prudence, for sense restraint, ethics, for samadhi, for knowledge and vision of truths, for disillusionment and dispassion, for knowledge and vision of freedom	One who lacks any of these has destroyed a vital condition for knowledge and vision of freedom	Tree that lacked branches and foliage. Its shoots, bark, softwood, and heartwood, like one who lacks these qualities	Beginning	Sīla, Samādhi, Paññā	Training	Buddha	Bhikkhus	Lecture	Detail			AN10.3; AN10.4; AN11.3; AN11.4; AN5.168; AN5.21; AN5.22; AN5.24; AN6.50; AN7.65	MA44; MA45; MA46; MA47; MA48; MA49; MA50; SA495					AN10.3; AN11.3; MA47; MA44; MA45; AN7.65; AN6.50; MA48; AN11.4; AN5.21; MA49; AN5.22; MA50; AN5.24; AN5.168; MA46; SA495; AN10.4	AN10.3; AN11.3; MA47; MA44; MA45; AN7.65; AN6.50; MA48; AN11.4; AN5.21; MA49; AN5.22; MA50; AN5.24; AN5.168; MA46; SA495; AN10.4		https://suttacentral.net/an8.81/en/sujato	https://dhamma.gift/read/?q=an8.81	https://thebuddhaswords.net/an/an8.81.html		https://find.dhamma.gift/bw/an/an8.81.html#content								
AN8.82	A iv 337	With Puṇṇiya	Puṇṇiya	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Skillful qualities	Disciples qualities	Venerable puṇṇiya asks the Buddha  why he sometimes feels like teaching and other times doesn’t	When a mendicant has faith, approaches, pays homage, asks questions, lends an ear, remembers the teachings, reflects on the meaning, and practices accordingly, the realized one feels inspired to teach	When someone has these eight qualities, the realized one feels totally inspired to teach		Beginning	Paññā	Training	Buddha	Bhikkhus	qa	Detail	Medium		AN10.83	SA966		SF134			AN10.83; SA966	AN10.83; SA966; SF134		https://suttacentral.net/an8.82/en/sujato	https://dhamma.gift/read/?q=an8.82	https://thebuddhaswords.net/an/an8.82.html		https://find.dhamma.gift/bw/an/an8.82.html#content								
AN8.83	A iv 338	Rooted	Mūlaka	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Skillful qualities	Mental things	The root of all things, and other factors that apply to all things	All things are rooted in desire. Attention produces them. Contact is their origin. Feeling is their meeting place. Immersion is their chief. Mindfulness is their ruler. Wisdom is their overseer. Freedom is their core	When someone has these eight qualities, the realized one feels totally inspired to teach		Final	Paññā	Training	Buddha	Bhikkhus	Lecture	Brief	Medium		AN10.58	MA113	T59				AN10.58; MA113	AN10.58; MA113; T59		https://suttacentral.net/an8.83/en/sujato	https://dhamma.gift/read/?q=an8.83	https://thebuddhaswords.net/an/an8.83.html		https://find.dhamma.gift/bw/an/an8.83.html#content								
AN8.84	A iv 339	Master Thief		AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Dangers	Dangers	Master thief with eight factors is soon executed	He attacks unprovoked. He steals everything without exception. He kills a woman. He rapes a girl. He robs a monk. He robs the royal treasury. He works close to home. He’s not skilled at hiding his booty. 	A master thief with eight factors is not soon executed, and lives long		Intro	Paññā	Practical	Buddha	People	Lecture	Brief												https://suttacentral.net/an8.84/en/sujato	https://dhamma.gift/read/?q=an8.84	https://thebuddhaswords.net/an/an8.84.html		https://find.dhamma.gift/bw/an/an8.84.html#content								
AN8.85	A iv 340	Terms For The Realized One	Samaṇa	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Buddha	Buddha synonymous	Different titles for the Buddha 	Ascetic, brahmin’, ‘knowledge master’, ‘healer’, ‘unstained’, ‘immaculate’, ‘knower’, and ‘freed	"I am victorious in battle!
Released, I release others from their chains"		Beginning	Paññā	Inspiration	Buddha	Bhikkhus	Lecture	Brief	Medium											https://suttacentral.net/an8.85/en/sujato	https://dhamma.gift/read/?q=an8.85	https://thebuddhaswords.net/an/an8.85.html		https://find.dhamma.gift/bw/an/an8.85.html#content								
AN8.86	A iv 340	Honor	Yasa	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Seclusion	Renunciation	When the householders of icchānaṅgala make a racket in the monastery, the Buddha  asks his attendant nāgita what is going on. The Buddha  speaks strongly of his dislike for material gains, and his love of seclusion	Avoid company, playing together, eat as much as they like, living in the neighborhood of a village, enjoying possessions, honor, and popularity they neglect retreat	 May fame not come to me. There are those who can’t get the bliss of renunciation, the bliss of seclusion, the bliss of peace, the bliss of awakening when they want, without trouble or difficulty like I can		Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail	Medium		AN5.30	SA1250					AN5.30; SA1250; AN6.42	AN5.30; SA1250; AN5.30:1.1-#4.1; AN6.42:1.1-#4.1		https://suttacentral.net/an8.86/en/sujato	https://dhamma.gift/read/?q=an8.86	https://thebuddhaswords.net/an/an8.86.html		https://find.dhamma.gift/bw/an/an8.86.html#content								
AN8.87	A iv 344	Turning The Bowl Upside Down	Pattanikujjana	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Discipline	Misconduct lay followers	Eight reasons the saṅgha may overturn the bowl against a lay follower	To someone who try to prevent the mendicants from getting material possession,  hurt, insult, try to drive mendicants from a monastery, divide the Sangha, or criticize the Buddha , the teaching, and the saṅgha	The saṅgha may, if it wishes, turn the bowl upside down for a lay follower on these eight grounds		Beginning	Sīla	Vinaya	Buddha	Bhikkhus	Lecture	Brief	Medium								PLI-TV-KD15	PLI-TV-KD15:20.3.3		https://suttacentral.net/an8.87/en/sujato	https://dhamma.gift/read/?q=an8.87	https://thebuddhaswords.net/an/an8.87.html		https://find.dhamma.gift/bw/an/an8.87.html#content								
AN8.88	A iv 345	Proclamation Of No Confidence	Appasādapavedanīya	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Discipline	Bhikkhus misconduct	Eight reasons the lay followers may declare no confidence or confidence regarding a mendicant	To someone who try to prevent lay people from getting material possession,  hurt, insult, divide the Sangha, or criticize the Buddha , the teaching, and the saṅgha and seen at an inappropriate place for collecting alms or don’t keep a legitimate promise made to a lay person	Lay followers may, if they wish, make a proclamation of no confidence in a mendicant who has these eight qualities and the Sangha should pursue reconciliation		Beginning	Sīla	Vinaya	Buddha	Lay followers	Lecture	Brief	Medium											https://suttacentral.net/an8.88/en/sujato	https://dhamma.gift/read/?q=an8.88	https://thebuddhaswords.net/an/an8.88.html		https://find.dhamma.gift/bw/an/an8.88.html#content								
AN8.89	A iv 346	Proclamation Of No Confidence	Appasādapavedanīya	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Discipline	Bhikkhus misconduct	Eight reasons the lay followers may declare no confidence or confidence regarding a mendicant	To someone who try to prevent lay people from getting material possession,  hurt, insult, divide the Sangha, or criticize the Buddha , the teaching, and the saṅgha and seen at an inappropriate place for collecting alms or don’t keep a legitimate promise made to a lay person	Lay followers may, if they wish, make a proclamation of no confidence in a mendicant who has these eight qualities and the Sangha should pursue reconciliation		Beginning	Sīla	Vinaya	Buddha	Lay followers	Lecture	Brief	Medium								PLI-TV-KD11	PLI-TV-KD11:20.1.1-#20.1.10		https://suttacentral.net/an8.89/en/sujato	https://dhamma.gift/read/?q=an8.89	https://thebuddhaswords.net/an/an8.89.html		https://find.dhamma.gift/bw/an/an8.89.html#content								
AN8.9	A iv 166	Nanda	Nanda	AN	Aṅguttara Nikāya	AN8	Love	Mettvagga		AN8.1-10	Mindfulness	Gradual training	The Buddha  praises the grace and restraint of venerable Nanda	Guards the sense doors, eats in moderation, is dedicated to wakefulness, and has mindfulness and situational awareness	He live the full and pure spiritual life	Field of barley some bad barley, grain is being winnowed, rotten inside trees, like bad behavior mendicant	Beginning	Samādhi	Training	Buddha	Bhikkhus	Lecture	Detail		indriya-saṃvara		SA-2.6; SA1066; SA275					SA-2.6; SA1066; SA275	SA-2.6; SA1066; SA275	MN35, MN59, AN4.37, UD3.2.	https://suttacentral.net/an8.9/en/sujato	https://dhamma.gift/read/?q=an8.9	https://thebuddhaswords.net/an/an8.9.html		https://find.dhamma.gift/bw/an/an8.9.html#content								
AN8.90	A iv 347	Behavior In A Case Of Aggravated Misconduct	Sammāvattana	AN	Aṅguttara Nikāya	AN8	Mindfulness	Sativagga		AN8.81-90	Discipline	Bhikkhus misconduct	Eight things a mendicant charged with aggravated misconduct must observe	They must not perform an ordination, give dependence, or be attended by a novice. They must not consent to being appointed as adviser for nuns, not consent to any saṅgha appointment. They must not be put in an isolated place. They must not give rehabilitation in any offense similar to that which they transgressed	Mendicant who has been convicted of aggravated misconduct must behave themselves properly in these eight respects		Beginning	Sīla	Vinaya	Buddha	Bhikkhus	Lecture	Brief	Medium								PLI-TV-KD14	PLI-TV-KD14:12.5.1-#12.5.3		https://suttacentral.net/an8.90/en/sujato	https://dhamma.gift/read/?q=an8.90	https://thebuddhaswords.net/an/an8.90.html		https://find.dhamma.gift/bw/an/an8.90.html#content								
AN8.91-117		Similarity	Sāmañña	AN	Aṅguttara Nikāya	AN8	Similarity	Sāmaññvagga		AN8.91-100	Conviction	Female lay followers	Female lay followers names sc1pts-vp-pli4.348	Female lay followers names sc1pts-vp-pli4.348	Mendicant who has been convicted of aggravated misconduct must behave themselves properly in these eight respects		Intro	Sīla	Practical	Buddha	Lay followers	Lecture	Brief												https://suttacentral.net/an8.91-117/en/sujato	https://dhamma.gift/read/?q=an8.91-117	https://thebuddhaswords.net/an/an8.91-117.html		https://find.dhamma.gift/bw/an/an8.91-117.html#content								
