id,pali,selected_pali_word,class_source,extra,class_example,english_translation
55151,rūpa 1,rūpaṃ,SN22.59,,evaṃ me <b>rūpaṃ</b> hotu! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus."
56363,sakuṇa,sakuṇo,MN51 (simpl),,pakkhī <b>sakuṇo</b> ḍeti.,"The bird, [one] with wings, flies..."
57160,saccaṃ,saccaṃ,SNP31 (simpl),yes,tuvaṃ hi no brahmasamo asi <b>saccaṃ</b>,You are truly for us equal to the Brahma.
57518,saṇṭhapeti,saṇṭhapehi,SN40.1 (simpl),yes,"mā, brāhmaṇa, jhānaṃ pamādo, jhāne cittaṃ <b>saṇṭhapehi</b>, jhāne cittaṃ ekodiṃ karohi","Monk, don't be careless about meditation, you must make [your] mind stable in meditation, you must make [your] mind unified!"
58108,saddhiṃ,saddhiṃ,AN3.21,,upasaṅkamitvā āyasmatā sāriputtena <b>saddhiṃ</b> sammodiṃsu,They approached and had polite conversation with venerable Sariputta.
58771,sabba 1,,,,,
59068,sabrahmacārī,sabrahmacārīhi,MN48 (simpl),,bhikkhu <b>sabrahmacārīhi</b> saddhiṃ bhogī hoti,The monk is partaking together with (his) fellow monks.
60048,samudda,samudde,UD45,,asurā mahā<b>samudde</b> abhiramanti.,Malevolent beings find high pleasure in the great ocean.
61086,sarīra 1,sarīraṃ,DN16.27 (simpl),,pupphā tathāgatassa <b>sarīraṃ</b> okiranti,Flowers are sprinkled on the dead body of the Tathāgata.
61362,saha 1.2,saha,SN56.35 (simpl),,"ahaṃ <b>saha</b> eva sukhena, saha eva somanassena catunnaṃ ariyasaccānaṃ abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.
61676,saṃyoga 2,saṃyogāya,AN8.53,,"ime dhammā <b>saṃyogāya</b> saṃvattanti, no visaṃyogāya.","These things lead to attachment, not to detachment."
62712,sikkhati 2,sikkhati,MN118 (simpl),,pītiṃ paṭisaṃvedī assasissāmi iti <b>sikkhati</b>.,One trains thus: “I will breathe in experiencing delight.”
63641,suggati,suggatiṃ,TH195,,"adhammo nirayaṃ neti, dhammo pāpeti <b>suggatiṃ</b>","False teaching leads to no good fortune, the Teaching leads to a good destination."
65135,soci,soci,DN16.32,,alaṃ ānanda mā <b>soci</b> mā paridevi,"Stop Ānanda, don't cry, don't lament!"
65333,sobhati 2,sobhati,MN82,,"aṭṭhi tacena onaddhaṃ, saha vatthebhi <b>sobhati</b>.",A bone covered with skin; it looks beautiful with clothes.
65360,somanassa,somanassena,SN56.35 (simpl),,"ahaṃ saha eva sukhena, saha eva <b>somanassena</b> catunnaṃ ariyasaccānaṃ abhisamayaṃ vadāmi.",I say clear comprehension of the four Noble Truths [is] accompanied only by happiness and only by mental ease.
66053,vattha 1.1,,,,,
66444,vasa 1.2,vasaṃ,AN7.23,,bhikkhū uppannāya taṇhāya na <b>vasaṃ</b> gacchissanti,The monks will not submit to the power of arisen craving.
66480,vasaṃ gacchati,vasaṃ gacchissanti,AN7.23,,bhikkhū uppannāya taṇhāya na <b>vasaṃ gacchissanti</b>,The monks will not submit to the power of arisen craving.
66809,vādī 1,,,,,
68472,vippaṭisārī,vippaṭisārino,MN19 (simpl),yes,"jhāyatha, bhikkhave, mā pamādaṃ attha, mā pacchā <b>vippaṭisārino</b> ahuvattha. ayaṃ vo amhākaṃ anusāsanī","Meditate, monks! You must not be negligent, do not have remorse afterwards! This [is] our advice for you."
68643,vibhūsana,vibhūsanāya,MN2.4,,"neva davāya, na madāya, na maṇḍanāya, na <b>vibhūsanāya</b>","Neither for fun, nor for intoxication, nor for adornment, nor for physical appearance."
69209,visaṃyoga 1,visaṃyogāya,AN8.53,,"ime dhammā saṃyogāya saṃvattanti, no <b>visaṃyogāya</b>.","These things lead to attachment, not to detachment."
70328,vedeti 1,vedeti,MN74,,"n'eva tasmiṃ samaye dukkhaṃ vedanaṃ <b>vedeti</b>, na adukkham'asukhaṃ vedanaṃ vedeti","At that time, he feels neither an unpleasant sensation nor a neutral sensation."
70561,vo 1.3,vo,SN22.33,,taṃ <b>vo</b> pahīnaṃ hitāya sukhāya bhavissati,"[When] that is given up by you, it will be beneficial and comfortable [for you]."
70562,vo 1.4,vo,DN16.36 (simpl),,vo mayā dhammo ca vinayo ca desito vo mama accayena satthā bhavissati,"After my passing away, the Doctrine and Discipline taught by me to you, will become a teacher for you."
70563,vo 1.5,vo,KHP7,,"idaṃ <b>vo</b> ñātīnaṃ hotu, sukhitā hontu ñātayo.",May this be for your relatives; may [your] relatives be happy.
71212,hi 1,,,,,
71224,hita 3,hitāya,SN22.33,,taṃ vo pahīnaṃ <b>hitāya</b> sukhāya bhavissati,"[When] that is given up by you, it will be beneficial and comfortable [for you]."
71489,hotu 1,hotu,SN22.59,,evaṃ me rūpaṃ <b>hotu</b>! evaṃ me rūpaṃ mā ahosi!,"Let my body be thus, let my body not be thus."
