id,pali,selected_pali_word,class_source,extra,class_example,english_translation,class
65996,vattati 1,,MN104,yes,"ime ce tumhe cha sāraṇīye dhamme samādāya <b>vatteyyātha</b>, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n'ādhivāseyyātha?","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
67347,vigatābhijjha,vigat'ābhijjhena,MN107 (simpl),,abhijjhaṃ loke pajaheyyuṃ <b>vigat'ābhijjhena</b> cetasā vihareyyuṃ; abhijjhāya cittaṃ parisodheyyuṃ,"They would abandon covetousness with reference to the world, they would dwell with a mind free from covetousness, they would purify the mind from covetousness.",
69663,viharanta,viharati,AN8.53,,ekaṃ samayaṃ bhagavā vesāliyaṃ <b>viharati</b> mahāvane kūṭāgāra-sālāyaṃ,"At one time the Blessed One was living in Vesali, in the great wood, in the hall of the building with the peaked roof.",
53888,yaṃnūnāhaṃ,yaṃnūn'āhaṃ,SN8.11 (simpl),,<b>yaṃnūn'āhaṃ</b> bhagavantaṃ sammukhā sāruppāya gāthāya abhitthaveyyāmi,Maybe I should praise the Blessed One face-to-face with an appropriate verse.,
53542,yattha,yattha,MN25 (simpl),,"mayaṃ migajātānaṃ āsayaṃ passeyyāma, <b>yattha</b> te gāhaṃ gaccheyyun'ti.","“We could see the dwelling of a species of deer, where they would go [for] a hiding place.”",
54046,yāvadeva,yāva'd'eva,MN2.4,,<b>yāva'd'eva</b> uppannānaṃ veyyābādhikānaṃ vedanānaṃ paṭighātāya abyāpajjhaparamatāya,"Only as much as for the freedom from oppressive pain at the most, for the warding off of oppressive feelings that have arisen.",
54208,yo,yo,VIN PAT PC 57,,"<b>yo</b> pana bhikkhu oren'addhamāsaṃ nahāyeyya, pācittiyaṃ","whichever monk should bathe within half a month, that is an offence requiring confession.",
54210,yo pana bhikkhu,yo pana bhikkhu,VIN PAT PC 57,,"<b>yo pana bhikkhu</b> oren'addhamāsaṃ nahāyeyya, pācittiyaṃ","whichever monk should bathe within half a month, that is an offence requiring confession.",
49917,bhikkhuno 1,,AN8.30 (simpl),,idha <b>bhikkhuno</b> pavivittassa viharato bhaveyyuṃ upasaṅkamitāro bhikkhū upāsakā upāsikāyo,"In this regard, for a monk dwelling secluded, visitors would (come) - monks, male lay disciples, [and] female lay disciples.",
70487,vesālī,,AN8.53,,ekaṃ samayaṃ bhagavā <b>vesāliyaṃ</b> viharati mahāvane kūṭāgāra-sālāyaṃ,"At one time the Blessed One was living in Vesali, in the great wood, in the hall of the building with the peaked roof.",
27264,cha 2.1,,MN104,yes,"ime ce tumhe <b>cha</b> sāraṇīye dhamme samādāya vatteyyātha, passatha no tumhe taṃ vacanapathaṃ, aṇuṃ vā thūlaṃ vā, yaṃ tumhe n’ādhivāseyyātha? ","If you could practice undertaking these six cordial things, do you see any way of saying things (i.e. mode of expression), gross or subtle, which you could not tolerate?",
