id,pali,selected_pali_word,class_source,extra,class_example,english_translation
45391,pāṇinā,pāṇinā,AN7.61,,"no ce te evaṃ viharato taṃ middhaṃ pahīyetha tato tvaṃ, moggallāna, ubho kaṇṇasotāni āviñjeyyāsi <b>pāṇinā</b> gattāni anumajjeyyāsi","If that drowsiness could not be abandoned when you're dwelling in such a way, then you, Moggallāna, should pull both ear holes [and] you should rub [your] limbs with your hands."
46815,pupphita,supupphite,THI71,,"madhurañ'ca pavanti sabbaso, kusumarajena samuṭṭhitā dumā, paṭhamavasanto sukho utu, ehi ramāma <b>supupphite</b> vane.","The trees laden with pollen exude a sweet smell all around by means of flower pollen; the first month of the season, spring, [is] pleasant; come! Let us take delight in the wood abounding in blossoms."
47110,pure 1,pure,DHP326,,"idaṃ <b>pure</b> cittam'acāri cārikaṃ, yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ, tadajj'ahaṃ niggahessāmi yoniso, hatthippabhinnaṃ viya aṅkusaggaho.","Formerly this mind wandered around on a walking tour wherever it liked, according to its pleasure, because of wanting, but now I will restrain [it] thoroughly like an elephant driver holding a hooked pole to an elephant in rut (i.e. with juices flowing)."
49338,bhadda 1,bhadd'ekaratto,MN131,,"evaṃ vihārim'ātāpiṃ, ahorattam'atanditaṃ. taṃ ve <b>bhadd'ekaratto</b>'ti, santo ācikkhate muni.","“Living thus ardently, tirelessly throughout the day and night, energetic – it is, indeed, he, who the peaceful sage describes having a single auspicious night.”"
49389,bhaddekaratta 2,bhadd'ekaratto,MN131,,"evaṃ vihārim'ātāpiṃ, ahorattam'atanditaṃ. taṃ ve <b>bhadd'ekaratto</b>'ti, santo ācikkhate muni.","“Living thus ardently, tirelessly throughout the day and night, energetic – it is, indeed, he, who the peaceful sage describes having a single auspicious night.”"
49416,bhabya,bhabyānaṃ,MN49,,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso vasavattī issaro kattā nimmātā seṭṭho sajitā vasī pitā <b>bhūtabhabyānaṃ</b>.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
49652,bhāgī 1,bhāgino,AN5.36,,"ye tattha anumodanti, veyyāvaccaṃ karonti vā, na tena dakkhiṇā ūnā, te'pi puññassa <b>bhāgino</b>.","[Given with a clear mind, one's offering is vast]; they who are pleased in that regard or do service, by means of that are not lacking the offering; they, too, partake in the merit."
49804,bhāvanāpāripūri,bhāvanāpāripūriṃ,SN46.3,,samādhisambojjh'aṅgo tasmiṃ samaye bhikkhuno <b>bhāvanāpāripūriṃ</b> gacchati. so tathāsamāhitaṃ cittaṃ sādhukaṃ ajjhupekkhitā hoti.,"On that occasion, concentration as a factor of enlightenment comes to full development for a monk by meditation;[he is] one who looks well with equanimity on the thus composed mind."
50029,bhiṃsanaka,bhiṃsanake,MN12,,"sotatto sosinno c'eva, eko <b>bhiṃsanake</b> vane, naggo na c'aggim'āsīno, esanāpasuto munī'ti.","“Scorched, freezing, alone in a frightening grove, naked and not seated [next to] a fire, the sage is devoted to the quest.”"
50151,bhūta 04,bhūtabhabyānaṃ,MN49,,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso vasavattī issaro kattā nimmātā seṭṭho sajitā vasī pitā <b>bhūtabhabyānaṃ</b>.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
50177,bhūtabhabya,bhūtabhabyānaṃ,MN49,,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso vasavattī issaro kattā nimmātā seṭṭho sajitā vasī pitā <b>bhūtabhabyānaṃ</b>.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
50478,makkhita,makkhitā,TH251,,"aṭṭhapadakatā kesā, nettā añjanam<b>akkhitā</b>.","Head hair plaited eightfold, eyes smeared with eye ointment."
50619,macca,maccānaṃ,TH133,,"accayanti ahorattā, jīvitaṃ uparujjhati, āyu khīyati <b>maccānaṃ</b>, kunnadīnaṃ'va odakaṃ.","Days and nights fly past, life is finished. The life of mortal men is exhausted like the water of small streams."
51067,madhura 1.3,madhurañ'ca,THI71,,"<b>madhurañ'ca</b> pavanti sabbaso, kusumarajena samuṭṭhitā dumā, paṭhamavasanto sukho utu, ehi ramāma supupphite vane.","The trees laden with pollen exude a sweet smell all around by means of flower pollen; the first month of the season, spring, [is] pleasant; come! Let us take delight in the wood abounding in blossoms."
51195,manussatta 1,manussattaṃ,SN1.49,,"sace enti <b>manussattaṃ</b>, dalidde jāyare kule, coḷaṃ piṇḍo ratī khiḍḍā, yattha kicchena labbhati.","If they (i.e. stingy people) come [back] to a human state, they are born in a poor family, where clothing, a bit of food, pleasure, [and] entertainment are obtained with difficulty."
51441,mayhaṃ 2,mayhaṃ,SN2.23,,"tassa <b>mayhaṃ</b>, bhante, catūsu dvāresu dānaṃ dīyittha samaṇa-brāhmaṇa-kapaṇ'addhika-vanibbaka-yācakānaṃ.","Thus, my gifts were offered at the four gates to ascetics, brahmins, tramps and travellers, mendicants and beggars."
51840,mahābrahma 1,mahābrahmā,MN49,,"eso hi, bhikkhu, brahmā <b>mahābrahmā</b> abhibhū anabhibhūto añña'd'atthudaso vasavattī issaro kattā nimmātā seṭṭho sajitā vasī pitā bhūtabhabyānaṃ.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
52700,middha 1,middhaṃ,AN7.61,,"no ce te evaṃ viharato taṃ <b>middhaṃ</b> pahīyetha tato tvaṃ, moggallāna, ubho kaṇṇasotāni āviñjeyyāsi pāṇinā gattāni anumajjeyyāsi","If that drowsiness could not be abandoned when you're dwelling in such a way, then you, Moggallāna, should pull both ear holes [and] you should rub [your] limbs with your hands."
52907,muta 1,mutaṃ,SNP51,,"sa sabbadhammesu visenibhūto, yaṃ kiñci diṭṭhaṃ va sutaṃ <b>mutaṃ</b> vā, sa pannabhāro muni vippamutto, na kappiyo n'ūparato na patthiyo'ti.","“He, not opposing all things he has become, anything whatever that has been seen or heard or perceived, the sage who has laid down the load is freed, not stopped, not desiring.”"
53548,yatthakāmaṃ,yatthakāmaṃ,DHP326,,"idaṃ pure cittam'acāri cārikaṃ, yen'icchakaṃ <b>yatthakāmaṃ</b> yathāsukhaṃ, tadajj'ahaṃ niggahessāmi yoniso, hatthippabhinnaṃ viya aṅkusaggaho.","Formerly this mind wandered around on a walking tour wherever it liked, according to its pleasure, because of wanting, but now I will restrain [it] thoroughly like an elephant driver holding a hooked pole to an elephant in rut (i.e. with juices flowing)."
53702,yathāsukhaṃ,yathāsukhaṃ,DHP326,,"idaṃ pure cittam'acāri cārikaṃ, yen'icchakaṃ yatthakāmaṃ <b>yathāsukhaṃ</b>, tadajj'ahaṃ niggahessāmi yoniso, hatthippabhinnaṃ viya aṅkusaggaho.","Formerly this mind wandered around on a walking tour wherever it liked, according to its pleasure, because of wanting, but now I will restrain [it] thoroughly like an elephant driver holding a hooked pole to an elephant in rut (i.e. with juices flowing)."
53911,yācaka,yācakānaṃ,SN2.23,,"tassa mayhaṃ, bhante, catūsu dvāresu dānaṃ dīyittha samaṇa-brāhmaṇa-kapaṇ'addhika-vanibbaka-<b>yācakānaṃ</b>.","Thus, my gifts were offered at the four gates to ascetics, brahmins, tramps and travellers, mendicants and beggars."
54180,yenicchakaṃ,yen'icchakaṃ,DHP326,,"idaṃ pure cittam'acāri cārikaṃ, <b>yen'icchakaṃ</b> yatthakāmaṃ yathāsukhaṃ, tadajj'ahaṃ niggahessāmi yoniso, hatthippabhinnaṃ viya aṅkusaggaho.","Formerly this mind wandered around on a walking tour wherever it liked, according to its pleasure, because of wanting, but now I will restrain [it] thoroughly like an elephant driver holding a hooked pole to an elephant in rut (i.e. with juices flowing)."
54432,rajas 3,,,,,
54535,ratī 1,ratī,SN1.49,,"sace enti manussattaṃ, dalidde jāyare kule, coḷaṃ piṇḍo <b>ratī</b> khiḍḍā, yattha kicchena labbhati.","If they (i.e. stingy people) come [back] to a human state, they are born in a poor family, where clothing, a bit of food, pleasure, [and] entertainment are obtained with difficulty."
54668,ramati,ramāma,THI71,,"madhurañ'ca pavanti sabbaso, kusumarajena samuṭṭhitā dumā, paṭhamavasanto sukho utu, ehi <b>ramāma</b> supupphite vane.","The trees laden with pollen exude a sweet smell all around by means of flower pollen; the first month of the season, spring, [is] pleasant; come! Let us take delight in the wood abounding in blossoms."
55619,labbhati 1,labbhati,SN1.49,,"sace enti manussattaṃ, dalidde jāyare kule, coḷaṃ piṇḍo ratī khiḍḍā, yattha kicchena <b>labbhati</b>.","If they (i.e. stingy people) come [back] to a human state, they are born in a poor family, where clothing, a bit of food, pleasure, [and] entertainment are obtained with difficulty."
56555,sagga 1.2,sagge,ITI76,,"sīlaṃ rakkheyya medhāvī, patthayāno tayo sukhe, pasaṃsaṃ vittalābhañ'ca, pecca <b>sagge</b> pamodanaṃ.","The intelligent man should protect virtue, aspiring for three pleasures: praise, the gaining of wealth, and after death delighting in heaven [realms]."
57203,sajitar,sajitā,MN49,,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso vasavattī issaro kattā nimmātā seṭṭho <b>sajitā</b> vasī pitā bhūtabhabyānaṃ.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
58292,santuṭṭhi,santuṭṭhi,KHP5,,"gāravo ca nivāto ca, <b>santuṭṭhi</b> ca kataññutā, kālena dhammassavanaṃ, etaṃ maṅgalam'uttamaṃ.","Reverence and humility, satisfaction and gratitude, Hearing the teaching at the right time; this is the highest blessing."
58871,sabbadhamma,sabbadhammesu,SNP51,,"sa <b>sabbadhammesu</b> visenibhūto, yaṃ kiñci diṭṭhaṃ va sutaṃ mutaṃ vā, sa pannabhāro muni vippamutto, na kappiyo n'ūparato na patthiyo'ti.","“He, not opposing all things he has become, anything whatever that has been seen or heard or perceived, the sage who has laid down the load is freed, not stopped, not desiring.”"
58981,sabbaso 2,sabbaso,THI71,,"madhurañ'ca pavanti <b>sabbaso</b>, kusumarajena samuṭṭhitā dumā, paṭhamavasanto sukho utu, ehi ramāma supupphite vane.","The trees laden with pollen exude a sweet smell all around by means of flower pollen; the first month of the season, spring, [is] pleasant; come! Let us take delight in the wood abounding in blossoms."
59206,samaṇabrāhmaṇakapaṇaddhikavanibbakayācakā,samaṇa-brāhmaṇa-kapaṇ'addhika-vanibbaka-yācakānaṃ,SN2.23,,"tassa mayhaṃ, bhante, catūsu dvāresu dānaṃ dīyittha <b>samaṇa-brāhmaṇa-kapaṇ'addhika-vanibbaka-yācakānaṃ</b>.","Thus, my gifts were offered at the four gates to ascetics, brahmins, tramps and travellers, mendicants and beggars."
59670,samādhisambojjhaṅga,samādhisambojjh'aṅgo,SN46.3,,samādhisambojjh'aṅgo tasmiṃ samaye bhikkhuno bhāvanāpāripūriṃ gacchati. so tathāsamāhitaṃ cittaṃ sādhukaṃ ajjhupekkhitā hoti.,"On that occasion, concentration as a factor of enlightenment comes to full development for a monk by meditation;[he is] one who looks well with equanimity on the thus composed mind."
59967,samuṭṭhitā 2,samuṭṭhitā,THI71,,"madhurañ'ca pavanti sabbaso, kusumarajena <b>samuṭṭhitā</b> dumā, paṭhamavasanto sukho utu, ehi ramāma supupphite vane.","The trees laden with pollen exude a sweet smell all around by means of flower pollen; the first month of the season, spring, [is] pleasant; come! Let us take delight in the wood abounding in blossoms."
60600,sambojjhaṅga,sambojjh'aṅgo,SN46.3,,samādhi<b>sambojjh'aṅgo</b> tasmiṃ samaye bhikkhuno bhāvanāpāripūriṃ gacchati. so tathāsamāhitaṃ cittaṃ sādhukaṃ ajjhupekkhitā hoti.,"On that occasion, concentration as a factor of enlightenment comes to full development for a monk by meditation;[he is] one who looks well with equanimity on the thus composed mind."
62220,sādhu 1,sādhu,SN1.51,,"sīlaṃ yāva jarā <b>sādhu</b>, saddhā sādhu patiṭṭhitā, paññā narānaṃ ratanaṃ, puññaṃ corehi dūharan'ti.",“Virtue up to old age [is] good; faith [that is] established [is] good; wisdom [is] the jewel of humans; merit [is] hard for thieves to steal.”
63769,suta 1.1,sutaṃ,MN22,,"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, <b>sutaṃ</b>, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.","Here, monks, some foolish persons study well the teaching – discourses, mixed verses, detailed expositions, poems, inspired sayings, quotations, birth stories, marvellous accounts, questions-and-answers…"
64112,supupphita,supupphite,THI71,,"madhurañ'ca pavanti sabbaso, kusumarajena samuṭṭhitā dumā, paṭhamavasanto sukho utu, ehi ramāma <b>supupphite</b> vane.","The trees laden with pollen exude a sweet smell all around by means of flower pollen; the first month of the season, spring, [is] pleasant; come! Let us take delight in the wood abounding in blossoms."
65200,sotatta,sotatto,MN12,,"sotatto sosinno c'eva, eko bhiṃsanake vane, naggo na c'aggim'āsīno, esanāpasuto munī'ti.","“Scorched, freezing, alone in a frightening grove, naked and not seated [next to] a fire, the sage is devoted to the quest.”"
65407,sosinna,sosinno,MN12,,"sotatto <b>sosinno</b> c'eva, eko bhiṃsanake vane, naggo na c'aggim'āsīno, esanāpasuto munī'ti.","“Scorched, freezing, alone in a frightening grove, naked and not seated [next to] a fire, the sage is devoted to the quest.”"
66038,vattī 1.2,vasavattī,MN49,,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso <b>vasavattī</b> issaro kattā nimmātā seṭṭho sajitā vasī pitā bhūtabhabyānaṃ.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
66227,vanibbaka,vanibbaka,SN2.23,,"tassa mayhaṃ, bhante, catūsu dvāresu dānaṃ dīyittha samaṇa-brāhmaṇa-kapaṇ'addhika-<b>vanibbaka</b>-yācakānaṃ.","Thus, my gifts were offered at the four gates to ascetics, brahmins, tramps and travellers, mendicants and beggars."
66459,vasanta 2,vasanto,THI71,,"madhurañ'ca pavanti sabbaso, kusumarajena samuṭṭhitā dumā, paṭhamavasanto sukho utu, ehi ramāma supupphite vane.","The trees laden with pollen exude a sweet smell all around by means of flower pollen; the first month of the season, spring, [is] pleasant; come! Let us take delight in the wood abounding in blossoms."
66477,vasavattī 1,vasavattī,MN49,,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso <b>vasavattī</b> issaro kattā nimmātā seṭṭho sajitā vasī pitā bhūtabhabyānaṃ.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
66509,vasī 1.2,vasī,MN49,,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso vasavattī issaro kattā nimmātā seṭṭho sajitā <b>vasī</b> pitā bhūtabhabyānaṃ.","Indeed, monk, this is Brahmā, great god almighty, supreme being, unvanquished, all seeing, wielding power, god, creator, designer, foremost assigner, master [and] father for those who are and who will be."
67905,vittalābha,vittalābhañ'ca,ITI76,,"sīlaṃ rakkheyya medhāvī, patthayāno tayo sukhe, pasaṃsaṃ <b>vittalābhañ'ca</b>, pecca sagge pamodanaṃ.","The intelligent man should protect virtue, aspiring for three pleasures: praise, the gaining of wealth, and after death delighting in heaven [realms]."
69326,visenibhūta,visenibhūto,SNP51,,"sa sabbadhammesu <b>visenibhūto</b>, yaṃ kiñci diṭṭhaṃ va sutaṃ mutaṃ vā, sa pannabhāro muni vippamutto, na kappiyo n'ūparato na patthiyo'ti.","“He, not opposing all things he has become, anything whatever that has been seen or heard or perceived, the sage who has laid down the load is freed, not stopped, not desiring.”"
69712,vihārimātāpiṃ,vihārim'ātāpiṃ,MN131,,"evaṃ <b>vihārim'ātāpiṃ</b>, ahorattam'atanditaṃ.","“Living thus ardently, tirelessly throughout the day and night, energetic – it is, indeed, he, who the peaceful sage describes having a single auspicious night.”"
70309,vedalla,vedallaṃ,MN22,,"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, <b>vedallaṃ</b>.","Here, monks, some foolish persons study well the teaching – discourses, mixed verses, detailed expositions, poems, inspired sayings, quotations, birth stories, marvellous accounts, questions-and-answers…"
70410,veyyākaraṇa 2,veyyākaraṇaṃ,MN22,,"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, geyyaṃ, <b>veyyākaraṇaṃ</b>, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.","Here, monks, some foolish persons study well the teaching – discourses, mixed verses, detailed expositions, poems, inspired sayings, quotations, birth stories, marvellous accounts, questions-and-answers…"
70417,veyyāvacca 1,veyyāvaccaṃ,AN5.36,,"ye tattha anumodanti, <b>veyyāvaccaṃ</b> karonti vā, na tena dakkhiṇā ūnā, te'pi puññassa bhāgino.","[Given with a clear mind, one's offering is vast]; they who are pleased in that regard or do service, by means of that are not lacking the offering; they, too, partake in the merit."
70915,hatthippabhinna,hatthippabhinnaṃ,DHP326,,"idaṃ pure cittam'acāri cārikaṃ, yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ, tadajj'ahaṃ niggahessāmi yoniso, <b>hatthippabhinnaṃ</b> viya aṅkusaggaho.","Formerly this mind wandered around on a walking tour wherever it liked, according to its pleasure, because of wanting, but now I will restrain [it] thoroughly like an elephant driver holding a hooked pole to an elephant in rut (i.e. with juices flowing)."
